ID,HospitalName,Address,City,County,State,Zipcode,RatingBelow6,Rating7-8,Rating9-10,Latitude,Longitude
2984,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,CATAWBA,NC,28602,0.05,0.22,0.73,35.70701,-81.3534
2985,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,IREDELL,NC,28687,0.15,0.22,0.63,35.529792,-80.947028
2986,CAROLINAS MEDICAL CENTER-LINCOLN,433 MCALISTER RD,LINCOLNTON,LINCOLN,NC,28092,0.05,0.14,0.81,35.473447,-81.24094
2987,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NASH,NC,27804,0.1,0.26,0.64,35.973773,-77.82694
2989,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,HALIFAX,NC,27870,0.1,0.28,0.62,36.448592,-77.67144
2990,PRESBYTERIAN-ORTHOPAEDIC HOSPITAL,1901 RANDOLPH RD,CHARLOTTE,MECKLENBURG,NC,28207,0.08,0.2,0.72,35.197643,-80.82752
2991,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,DURHAM,NC,27704,0.08,0.24,0.68,36.034561,-78.86892
2992,CHEROKEE INDIAN HOSPITAL AUTHORITY,CALLER BOX C268,CHEROKEE,SWAIN,NC,28719,0.09,0.27,0.64,35.50359,-83.29698
2993,BRUNSWICK COMMUNITY HOSPITAL,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,BRUNSWICK,NC,28462,0.05,0.19,0.76,33.974251,-78.30961
2994,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,PERSON,NC,27573,0.12,0.3,0.58,36.414739,-78.97375
2995,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,CHEROKEE,NC,28906,0.12,0.23,0.65,35.091332,-84.09018
2996,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,MECKLENBURG,NC,28262,0.04,0.18,0.78,35.321279,-80.7405
2997,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,MECKLENBURG,NC,28106,0.08,0.21,0.71,35.26002,-80.804151
2999,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,MECKLENBURG,NC,28078,0.06,0.16,0.78,35.409544,-80.86362
3000,MEDWEST HAYWOOD,262 LEROY GEORGE DRIVE,CLYDE,HAYWOOD,NC,28721,0.05,0.2,0.75,35.60089,-82.93536
3001,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,BEAUFORT,NC,27889,0.06,0.28,0.66,35.560439,-77.03459
3002,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,SCOTLAND NECK,HALIFAX,NC,27874,,,,36.128851,-77.41983
3003,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,520 ALLEN STREET,TROY,MONTGOMERY,NC,27371,,,,35.382213,-79.92418
3004,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,WINDSOR,BERTIE,NC,27983,0.04,0.08,0.88,36.015391,-76.9349
3005,MEDWEST SWAIN,45 PLATEAU STREET,BRYSON CITY,SWAIN,NC,28713,,,,35.395491,-83.47397
3006,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,BURGAW,PENDER,NC,28425,,,,34.554821,-77.92764
3007,YADKIN VALLEY COMMUNITY HOSPITAL,624 WEST MAIN ST,YADKINVILLE,YADKIN,NC,27055,,,,36.12301,-80.64557
3008,VIDANT PUNGO HOSPITAL,210 EAST WATER ST,BELHAVEN,BEAUFORT,NC,27810,,,,35.545041,-76.60012
3009,CHATHAM HOSPITAL INC,475 PROGRESS BLVD,SILER CITY,CHATHAM,NC,27344,0.07,0.18,0.75,35.729692,-79.44984
3010,DAVIE COUNTY HOSPITAL,223 HOSPITAL ST,MOCKSVILLE,DAVIE,NC,27028,0,0.25,0.75,35.920477,-80.57143
3011,WASHINGTON COUNTY HOSP INC,958 US HWY 64 EAST,PLYMOUTH,WASHINGTON,NC,27962,,,,35.842107,-76.73206
3012,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,501 SOUTH POPLAR STREET,ELIZABETHTOWN,BLADEN,NC,28337,,,,34.647611,-78.58643
3013,HIGHLANDS CASHIERS HOSPITAL INC,190 HOSPITAL DRIVE,HIGHLANDS,MACON,NC,28741,,,,35.06252,-83.21173
3014,PIONEER COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,STOKES,NC,27016,,,,36.429179,-80.19588
3015,VIDANT CHOWAN HOSPITAL,211 VIRGINIA RD,EDENTON,CHOWAN,NC,27932,0.04,0.16,0.8,36.093252,-76.62077
3017,ALLEGHANY COUNTY MEMORIAL HOSPITAL,617 DOCTORS STREET,SPARTA,ALLEGHANY,NC,28675,0.11,0.19,0.7,36.506064,-81.1362
3018,BLOWING ROCK HOSPITAL,418 CHESTNUT DRIVE,BLOWING ROCK,WATAUGA,NC,28605,,,,36.133083,-81.68783
3019,ST LUKES HOSPITAL,101 HOSPITAL DRIVE,COLUMBUS,POLK,NC,28722,0.06,0.23,0.71,35.248689,-82.18161
3020,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,LINVILLE,AVERY,NC,28646,,,,36.073202,-81.87177
3022,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,JEFFERSON,ASHE,NC,28640,0.04,0.14,0.82,36.410186,-81.42409
3023,ANGEL MEDICAL CENTER,120 RIVERVIEW ST PO BOX 1209,FRANKLIN,MACON,NC,28734,0.08,0.18,0.74,35.185018,-83.39032
3024,J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE ST,SOUTHPORT,BRUNSWICK,NC,28461,0.06,0.23,0.71,33.963111,-78.05743
3025,ST ALEXIUS MEDICAL CENTER,900 E BROADWAY,BISMARCK,BURLEIGH,ND,58501,0.08,0.25,0.67,46.83962,-100.7723
3026,TRINITY HOSPITALS,407 3RD ST SE,MINOT,WARD,ND,58701,0.17,0.34,0.49,48.19983,-101.28579
3027,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,CASS,ND,58122,0.07,0.21,0.72,46.934596,-97.229718
3028,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,BISMARCK,BURLEIGH,ND,58506,0.08,0.23,0.69,46.980475,-100.520063
3029,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,GRAND FORKS,ND,58201,0.11,0.3,0.59,47.899217,-97.05896
3030,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,PO BOX 160,BELCOURT,ROLETTE,ND,58316,,,,48.837507,-99.76388
3031,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,10 NORTH RIVER ROAD,FORT YATES,SIOUX,ND,58538,,,,46.062798,-100.72114
3032,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,CASS,ND,58104,0.06,0.21,0.73,46.812118,-96.839
3033,TIOGA MEDICAL CENTER,810 N WELO ST,TIOGA,WILLIAMS,ND,58852,,,,48.388509,-102.94589
3034,MOUNTRAIL COUNTY MEDICAL CENTER,615 6TH ST SE,STANLEY,MOUNTRAIL,ND,58784,,,,48.366981,-102.4235
3035,MCKENZIE COUNTY HEALTHCARE SYSTEMS,516 NORTH MAIN ST,WATFORD CITY,MCKENZIE,ND,58854,,,,47.835713,-103.22565
3036,GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,GARRISON,MCLEAN,ND,58540,,,,47.646187,-101.52739
3037,COMMUNITY MEMORIAL HOSPITAL,220 5TH AVE W,TURTLE LAKE,MCLEAN,ND,58575,,,,47.543706,-100.87466
3038,KENMARE COMMUNITY HOSPITAL,PO BOX 697,KENMARE,WARD,ND,58746,,,,48.719925,-102.08301
3039,ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,BOTTINEAU,BOTTINEAU,ND,58318,,,,48.864955,-100.41403
3040,NELSON COUNTY HEALTH SYSTEM,200 N MAIN ST,MCVILLE,NELSON,ND,58254,,,,47.765244,-98.16357
3041,SANFORD MAYVILLE,42 6TH AVENUE SE,MAYVILLE,TRAILL,ND,58257,,,,47.490878,-97.29392
3042,SAKAKAWEA MEDICAL CENTER - CAH,510 8TH AVENUE NE,HAZEN,MERCER,ND,58545,,,,47.290543,-101.61207
3043,LISBON AREA HEALTH SERVICES,905 MAIN ST,LISBON,RANSOM,ND,58054,,,,46.43383,-97.67678
3044,NORTHWOOD DEACONESS HEALTH CENTER,PO BOX 190,NORTHWOOD,GRAND FORKS,ND,58267,,,,47.76354,-97.59279
3045,SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,BOWMAN,BOWMAN,ND,58623,,,,46.182799,-103.40453
3046,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,601 EAST ST N,ELGIN,GRANT,ND,58533,,,,46.408171,-101.82853
3047,OAKES COMMUNITY HOSPITAL,1200 N 7TH ST,OAKES,DICKEY,ND,58474,,,,46.090506,-98.11584
3048,PRESENTATION MEDICAL CENTER,213 SECOND AVE NE,ROLLA,ROLETTE,ND,58367,,,,48.855873,-99.58558
3049,CARRINGTON HEALTH CENTER,PO BOX 461,CARRINGTON,FOSTER,ND,58421,0.05,0.14,0.81,47.450049,-99.08527
3050,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,CAVALIER,PEMBINA,ND,58220,,,,48.797042,-97.69887
3051,UNITY MEDICAL CENTER,164 W 13TH STREET,GRAFTON,WALSH,ND,58237,,,,48.415911,-97.4096
3052,WISHEK COMMUNITY HOSPITAL,1007 4TH AVE S,WISHEK,MCINTOSH,ND,58495,,,,46.278442,-99.56198
3053,ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,ASHLEY,MCINTOSH,ND,58413,,,,46.052308,-99.27476
3054,CAVALIER COUNTY MEMORIAL HOSPITAL,909 2ND ST,LANGDON,CAVALIER,ND,58249,,,,48.811921,-98.31033
3055,MERCY HOSPITAL OF VALLEY CITY,570 CHAUTAUQUA BLVD,VALLEY CITY,BARNES,ND,58072,,,,46.934311,-98.02374
3056,ST LUKE'S HOSPITAL,702 1ST ST SW,CROSBY,DIVIDE,ND,58730,,,,48.889528,-103.32304
3057,FIRST CARE HEALTH CENTER,115 VIVIAN ST,PARK RIVER,WALSH,ND,58270,,,,48.39642,-97.78025
3058,ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,HARVEY,WELLS,ND,58341,,,,47.767862,-99.84416
3059,LINTON HOSPITAL - CAH,518 NORTH BROADWAY,LINTON,EMMONS,ND,58552,,,,46.257466,-100.23833
3060,SANFORD HILLSBORO,12 THIRD STREET SOUTH EAST,HILLSBORO,TRAILL,ND,58045,,,,47.389215,-97.05327
3061,WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,HETTINGER,ADAMS,ND,58639,,,,46.043733,-102.60353
3062,TOWNER COUNTY MEDICAL CENTER,HWY 281 N,CANDO,TOWNER,ND,58324,,,,48.485321,-99.2076
3063,HEART OF AMERICA MEDICAL CENTER,800 S MAIN AVE,RUGBY,PIERCE,ND,58368,0.08,0.26,0.66,48.273263,-100.00991
3064,THE MERCY HOSPITAL OF DEVILS LAKE,1031 7TH ST NE,DEVILS LAKE,RAMSEY,ND,58301,,,,48.122688,-98.87752
3065,MERCY MEDICAL CENTER,1301 15TH AVE W,WILLISTON,WILLIAMS,ND,58801,0.12,0.28,0.6,48.20496,-103.71908
3066,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,JAMESTOWN,STUTSMAN,ND,58401,0.08,0.21,0.71,46.906983,-98.72826
3067,ST JOSEPH'S HOSPITAL & HEALTH CENTER,30 WEST 7TH ST,DICKINSON,STARK,ND,58601,0.11,0.29,0.6,46.878057,-102.8041
3068,MERCY HOSPITAL ANDERSON,7500 STATE ROAD,CINCINNATI,HAMILTON,OH,45255,0.06,0.26,0.68,39.066112,-84.32227
3069,SAMARITAN HOSPITAL - PEOPLES HOSPITAL,1025 CENTER ST,ASHLAND,ASHLAND,OH,44805,0.08,0.2,0.72,40.867016,-82.31514
3071,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,FRANKLIN,OH,43214,0.06,0.19,0.75,40.053063,-83.01881
3072,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,SCIOTO,OH,45662,0.06,0.18,0.76,38.762824,-82.94294
3073,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,ALLEN,OH,45804,0.11,0.28,0.61,40.72255,-84.08979
3074,UNION HOSPITAL,659 BOULEVARD,DOVER,TUSCARAWAS,OH,44622,0.06,0.25,0.69,40.537509,-81.48791
3075,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,MARION,OH,43302,0.09,0.26,0.65,40.589747,-83.12173
3076,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,FRANKLIN,OH,43081,0.07,0.23,0.7,40.109513,-82.91606
3077,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,SHELBY,OH,45365,0.08,0.2,0.72,40.284855,-84.15974
3078,O'BLENESS MEMORIAL HOSPITAL,55 HOSPITAL DRIVE,ATHENS,ATHENS,OH,45701,0.13,0.29,0.58,39.322847,-82.09728
3080,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,FRANKLIN,OH,43215,0.07,0.19,0.74,39.965131,-83.00431
3081,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,155 5TH STREET N E,BARBERTON,SUMMIT,OH,44203,0.09,0.26,0.65,41.017522,-81.61616
3082,SUMMA HEALTH SYSTEMS HOSPITALS,525 EAST MARKET STREET,AKRON,SUMMIT,OH,44309,0.09,0.23,0.68,41.096205,-81.512338
3083,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,ERIE,OH,44870,0.07,0.24,0.69,41.42646,-82.71083
3084,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,GREENE,OH,45385,0.16,0.3,0.54,39.682836,-83.92144
3085,AKRON GENERAL MEDICAL CENTER,400 WABASH AVENUE,AKRON,SUMMIT,OH,44307,0.09,0.25,0.66,41.069605,-81.54591
3086,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,WOOD,OH,43402,0.04,0.23,0.73,41.388519,-83.65795
3087,GRAND LAKE HEALTH SYSTEM,200 SAINT CLAIR STREET,SAINT MARYS,AUGLAIZE,OH,45885,0.06,0.25,0.69,40.550005,-84.39308
3088,MOUNT CARMEL HEALTH,793 WEST STATE STREET,COLUMBUS,FRANKLIN,OH,43222,0.07,0.22,0.71,39.958664,-83.02856
3089,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,WAYNE,OH,44691,0.05,0.18,0.77,40.800086,-81.95726
3090,ST VINCENT CHARITY MEDICAL CENTER,2351 EAST 22ND STREET,CLEVELAND,CUYAHOGA,OH,44115,0.08,0.2,0.72,41.493501,-81.67125
3091,GENESIS HEALTHCARE SYSTEM,2951 MAPLE AVENUE,ZANESVILLE,MUSKINGUM,OH,43701,0.07,0.23,0.7,39.949377,-82.00492
3092,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,KNOX,OH,43050,0.07,0.25,0.68,40.385636,-82.48254
3094,WAYNE HOSPITAL,835 SWEITZER STREET,GREENVILLE,DARKE,OH,45331,0.09,0.27,0.64,40.094141,-84.63574
3095,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,BUTLER,OH,45056,0.06,0.24,0.7,39.498751,-84.7407
3096,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,LUCAS,OH,43699,0.15,0.28,0.57,41.653788,-83.658937
3097,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,MONTGOMERY,OH,45409,0.07,0.19,0.74,39.725705,-84.18927
3098,GOOD SAMARITAN HOSPITAL,2222 PHILADELPHIA DRIVE,DAYTON,MONTGOMERY,OH,45406,0.07,0.23,0.7,39.784108,-84.23841
3099,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,GALLIA,OH,45631,0.12,0.28,0.6,38.825478,-82.22755
3100,TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,WARREN,TRUMBULL,OH,44482,0.12,0.28,0.6,41.317424,-80.761269
3101,MERCY HOSPITAL FAIRFIELD,3000 MACK ROAD,FAIRFIELD,BUTLER,OH,45014,0.03,0.18,0.79,39.330356,-84.55277
3102,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,COLDWATER,MERCER,OH,45828,0.05,0.14,0.81,40.480128,-84.64678
3103,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,CUYAHOGA,OH,44109,0.1,0.26,0.64,41.448951,-81.70342
3104,ST ELIZABETH HEALTH CENTER,1044 BELMONT AVENUE,YOUNGSTOWN,MAHONING,OH,44501,0.1,0.24,0.66,41.017082,-80.802854
3105,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,HURON,OH,44857,0.06,0.22,0.72,41.236357,-82.60185
3106,ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,ALLEN,OH,45801,0.06,0.22,0.72,40.759451,-84.08458
3107,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,LUCAS,OH,43606,0.08,0.23,0.69,41.671761,-83.6064
3108,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,STARK,OH,44708,0.09,0.22,0.69,40.810931,-81.42142
3109,VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,VAN WERT,VAN WERT,OH,45891,0.05,0.25,0.7,40.874092,-84.57871
3110,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,FAIRFIELD,OH,43130,0.09,0.23,0.68,39.712887,-82.61216
3111,FLOWER HOSPITAL,5200 HARROUN ROAD,SYLVANIA,LUCAS,OH,43560,0.07,0.21,0.72,41.706383,-83.7102
3113,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,WARREN,OH,45005,0.08,0.21,0.71,39.550241,-84.3087
3114,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,CUYAHOGA,OH,44111,0.07,0.21,0.72,41.459399,-81.78174
3115,ROBINSON MEMORIAL HOSPITAL,6847 N CHESTNUT,RAVENNA,PORTAGE,OH,44266,0.07,0.27,0.66,41.159224,-81.23143
3117,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,BELMONT,OH,43935,0.14,0.29,0.57,40.103877,-80.73327
3118,MERCY ST CHARLES HOSPITAL,2600 NAVARRE AVENUE,OREGON,LUCAS,OH,43616,0.06,0.27,0.67,41.646398,-83.46933
3120,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,STARK,OH,44710,0.07,0.17,0.76,40.791108,-81.41672
3121,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,COLUMBUS,FRANKLIN,OH,43210,0.08,0.19,0.73,40.003681,-83.02148
3122,SPRINGFIELD REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,SPRINGFIELD,CLARK,OH,45504,0.14,0.27,0.59,39.941827,-83.83702
3123,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,CUYAHOGA,OH,44113,0.08,0.23,0.69,41.484688,-81.70125
3124,MERCY TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,SENECA,OH,44883,0.05,0.21,0.74,41.12071,-83.17658
3125,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,LUCAS,OH,43537,0.06,0.24,0.7,41.576992,-83.672
3126,MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,MEDINA,MEDINA,OH,44256,0.11,0.25,0.64,41.139849,-81.85646
3127,MEMORIAL HOSPITAL OF UNION COUNTY,500 LONDON AVENUE,MARYSVILLE,UNION,OH,43040,0.04,0.2,0.76,40.255973,-83.36391
3128,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,FINDLAY,HANCOCK,OH,45840,0.06,0.16,0.78,41.037325,-83.64576
3129,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,COLUMBIANA,OH,43920,0.11,0.3,0.59,40.641545,-80.57469
3131,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,SANDUSKY,OH,44811,0.03,0.12,0.85,41.257163,-82.84296
3132,COSHOCTON COUNTY MEMORIAL HOSPITAL,1460 ORANGE STREET,COSHOCTON,COSHOCTON,OH,43812,0.14,0.3,0.56,40.270198,-81.86761
3133,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,LUCAS,OH,43608,0.09,0.19,0.72,41.678248,-83.53257
3134,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,3131 QUEEN CITY AVENUE,CINCINNATI,HAMILTON,OH,45238,0.07,0.27,0.66,39.112169,-84.60849
3135,UHHS BEDFORD MEDICAL CENTER,44 BLAINE AVENUE,BEDFORD,CUYAHOGA,OH,44146,,,,41.389371,-81.52709
3136,SOUTHWEST REGIONAL MEDICAL CENTER,425 HOME STREET,GEORGETOWN,BROWN,OH,45121,0.16,0.25,0.59,38.87752,-83.90215
3137,MEDCENTRAL HEALTH SYSTEM MANSFIELD HOSPITAL,335 GLESSNER AVENUE,MANSFIELD,RICHLAND,OH,44903,0.07,0.26,0.67,40.766589,-82.51869
3138,COMMUNITY HOSPITALS AND WELLNESS CENTERS,433 WEST HIGH STREET,BRYAN,WILLIAMS,OH,43506,0.05,0.2,0.75,41.471569,-84.55459
3139,ST JOHN MEDICAL CENTER,29000 CENTER RIDGE ROAD,WESTLAKE,CUYAHOGA,OH,44145,0.07,0.22,0.71,41.454439,-81.92865
3140,ASHTABULA COUNTY MEDICAL CENTER,2420 LAKE AVENUE,ASHTABULA,ASHTABULA,OH,44004,0.11,0.31,0.58,41.871212,-80.79178
3141,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,STARK,OH,44601,0.05,0.25,0.7,40.917908,-81.11641
3142,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,630 EATON AVENUE,HAMILTON,BUTLER,OH,45013,0.1,0.27,0.63,39.409188,-84.60321
3143,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,MONTGOMERY,OH,45405,0.09,0.24,0.67,39.788458,-84.21111
3144,GOOD SAMARITAN HOSPITAL,375 DIXMYTH AVENUE,CINCINNATI,HAMILTON,OH,45220,0.07,0.21,0.72,39.14426,-84.51986
3145,UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVENUE,CLEVELAND,CUYAHOGA,OH,44106,0.07,0.2,0.73,41.507751,-81.60883
3146,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,YOUNGSTOWN,MAHONING,OH,44501,0.1,0.25,0.65,41.017082,-80.802854
3149,EMH REGIONAL MEDICAL CENTER,630 EAST RIVER STREET,ELYRIA,LORAIN,OH,44035,0.07,0.27,0.66,41.369846,-82.10874
3150,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,MARIETTA,WASHINGTON,OH,45750,0.11,0.27,0.62,39.426551,-81.44373
3151,POMERENE HOSPITAL,981 WOOSTER ROAD,MILLERSBURG,HOLMES,OH,44654,0.04,0.27,0.69,40.542339,-81.87856
3152,SUMMA WESTERN RESERVE HOSPITAL,1900 23RD STREET,CUYAHOGA FALLS,SUMMIT,OH,44223,0.06,0.21,0.73,41.1486,-81.51241
3153,AFFINITY MEDICAL CENTER,875 EIGHTH STREET NE,MASSILLON,STARK,OH,44646,0.08,0.25,0.67,40.805131,-81.50101
3154,DOCTORS HOSPITAL,5100 WEST  BROAD STREET,COLUMBUS,FRANKLIN,OH,43228,0.07,0.2,0.73,39.954363,-83.123
3155,BELMONT COMMUNITY HOSPITAL,4697 HARRISON STREET,BELLAIRE,BELMONT,OH,43906,0.09,0.28,0.63,40.01558,-80.76343
3157,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,SANDUSKY,OH,43420,0.08,0.27,0.65,41.35307,-83.11217
3158,ADENA REGIONAL MEDICAL CENTER,272 HOSPITAL ROAD,CHILLICOTHE,ROSS,OH,45601,0.11,0.21,0.68,39.33046,-82.97228
3159,ST JOSEPH HEALTH CENTER,667 EASTLAND AVE SE,WARREN,TRUMBULL,OH,44481,0.07,0.22,0.71,41.205342,-80.85756
3160,CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,HAMILTON,OH,45219,0.04,0.13,0.83,39.12721,-84.50988
3161,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,PICKAWAY,OH,43113,0.07,0.26,0.67,39.598236,-82.94285
3162,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD,LORAIN,LORAIN,OH,44053,0.12,0.28,0.6,41.431875,-82.20658
3163,UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,MIAMI,OH,45373,0.09,0.27,0.64,40.036525,-84.20629
3164,CLINTON MEMORIAL HOSPITAL,610 WEST MAIN STREET,WILMINGTON,CLINTON,OH,45177,0.14,0.3,0.56,39.463476,-83.84446
3165,BETHESDA NORTH,10500 MONTGOMERY ROAD,CINCINNATI,HAMILTON,OH,45242,0.06,0.2,0.74,39.242559,-84.36042
3166,CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,CUYAHOGA,OH,44195,0.05,0.13,0.82,41.685744,-81.672797
3167,SALEM COMMUNITY HOSPITAL,1995 EAST STATE STREET,SALEM,COLUMBIANA,OH,44460,0.08,0.29,0.63,40.898658,-80.86094
3168,MADISON COUNTY HOSPITAL INC,210 NORTH MAIN STREET,LONDON,MADISON,OH,43140,0.05,0.24,0.71,39.892676,-83.43643
3169,UH GEAUGA MEDICAL CENTER,13207 RAVENNA RD,CHARDON,GEAUGA,OH,44024,0.06,0.24,0.7,41.574171,-81.19473
3170,SUMMA WADSWORTH-RITTMAN HOSPITAL,195 WADSWORTH ROAD,WADSWORTH,MEDINA,OH,44281,0.1,0.3,0.6,41.037664,-81.73368
3171,MARY RUTAN HOSPITAL,205 PALMER AVENUE,BELLEFONTAINE,LOGAN,OH,43311,0.04,0.21,0.75,40.365923,-83.75816
3172,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,GUERNSEY,OH,43725,0.1,0.24,0.66,40.025859,-81.59243
3173,GRADY MEMORIAL HOSPITAL,561 WEST CENTRAL AVENUE,DELAWARE,DELAWARE,OH,43015,0.08,0.24,0.68,40.295925,-83.06968
3174,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,380 SUMMIT AVENUE,STEUBENVILLE,JEFFERSON,OH,43952,0.07,0.24,0.69,40.371185,-80.63426
3175,LAKEWOOD HOSPITAL,14519 DETROIT AVENUE,LAKEWOOD,CUYAHOGA,OH,44107,0.1,0.25,0.65,41.480881,-81.80036
